Number,Subject,Gender,Condition,Task,Order,Initial,Item,Vowel,Vowel type,F1,F2,F3,Duration (ms.)
358,1,F,Polite,Map,BA,non,도착,o,mono,481,1134,3025,39.339
359,1,F,Polite,Map,BA,non,근처에,m,mono,481,2339,3168,43.353
360,1,F,Polite,Map,BA,non,가까이,a,mono,495,1496,2831,32.463
361,3,F,Polite,Map,BA,initial,그럼,m,mono,493,1623,2663,30.518
362,3,F,Polite,Map,BA,non,바로,a,mono,687,1366,2054,70.104
363,3,F,Polite,Map,BA,initial,교수님,oy,diph,391,1519,2422,29.393
364,3,F,Polite,Map,BA,non,기준으로,i,mono,416,2326,3202,37.369
365,3,F,Polite,Map,BA,non,바로,a,mono,610,1250,2775,24.497
366,3,F,Polite,Map,BA,non,피크닉,i,mono,479,2465,2660,41.468
367,3,F,Polite,Map,BA,initial,그,m,mono,474,1673,2441,33.179
368,3,F,Polite,Map,BA,non,피크닉,i,mono,509,2090,2730,44.469
369,3,F,Polite,Map,BA,non,다시,a,mono,677,1345,2740,75.529
370,3,F,Polite,Map,BA,non,둘러,u,mono,429,1283,2464,30.869
371,3,F,Polite,Map,BA,non,돌아서,o,mono,474,1071,2505,31.874
372,3,F,Polite,Map,BA,non,가겠습니다,a,mono,572,1585,2194,36.124
373,3,F,Polite,Map,BA,non,돌아서,o,mono,434,1133,2054,20.987
374,3,F,Polite,Map,BA,non,피크닉,i,mono,495,1988,2701,35.706
375,3,F,Polite,Map,BA,non,돌아서,o,mono,451,963,2532,27.447
376,3,F,Polite,Map,BA,non,피크닉,i,mono,367,2207,3188,23.679
377,3,F,Polite,Map,BA,non,다시,a,mono,745,1489,3283,85.843
378,3,F,Polite,Map,BA,non,끼고,i,mono,468,2609,2755,91.978
379,3,F,Polite,Map,BA,non,돌아서,o,mono,477,936,2511,35.575
380,3,F,Polite,Map,BA,non,가는데,a,mono,780,1561,3013,120.497
381,3,F,Polite,Map,BA,non,거기까지,v,mono,452,856,2454,33.237
382,3,F,Polite,Map,BA,non,가다가,a,mono,733,1253,2646,53.935
383,3,F,Polite,Map,BA,non,다시,a,mono,615,1512,1879,97.922
384,3,F,Polite,Map,BA,non,가지,a,mono,682,1334,2613,67.322
385,3,F,Polite,Map,BA,non,돌아서,o,mono,509,1115,2727,32.237
386,3,F,Polite,Map,BA,non,돌아,o,mono,437,1096,2664,49.342
387,3,F,Polite,Map,BA,initial,기차,i,mono,408,2150,3012,25.312
388,3,F,Polite,Map,BA,initial,그,m,mono,428,1736,2380,64.537
389,3,F,Polite,Map,BA,non,기차,i,mono,455,2511,2825,40.903
390,3,F,Polite,Map,BA,non,다시,a,mono,596,1436,2946,51.182
391,3,F,Polite,Map,BA,non,폭포,o,mono,451,794,2668,31.342
392,3,F,Polite,Map,BA,initial,그러면은,m,mono,502,1292,2238,26.458
393,3,F,Polite,Map,BA,non,폭포,o,mono,505,821,2653,36.523
394,3,F,Polite,Map,BA,non,폭포,o,mono,491,927,2876,28.095
395,3,F,Polite,Map,BA,non,가시다,a,mono,532,1249,2423,72.593
396,3,F,Polite,Map,BA,non,다,a,mono,750,1212,3685,95.76
397,3,F,Polite,Map,BA,non,폭포,o,mono,541,804,2914,27.166
398,3,F,Polite,Map,BA,non,다시,a,mono,788,1496,2683,83.309
399,3,F,Polite,Map,BA,non,꺾을께요,v,mono,606,1014,2568,36.014
400,3,F,Polite,Map,BA,non,꺾는데,v,mono,708,1143,2421,55.649
401,3,F,Polite,Map,BA,initial,폭포를,o,mono,395,486,2690,33.123
402,3,F,Polite,Map,BA,non,끝나기,m,mono,479,2064,2754,32.763
403,3,F,Polite,Map,BA,non,꺾어서,v,mono,544,999,1935,60.512
404,3,F,Polite,Map,BA,non,따라서,a,mono,633,1280,2293,36.675
405,3,F,Polite,Map,BA,non,돌무덤,o,mono,455,1108,2621,28.364
406,3,F,Polite,Map,BA,non,돌무덤,o,mono,428,1275,2396,40.28
407,3,F,Polite,Map,BA,non,돌무덤,o,mono,417,1579,2021,45.629
408,3,F,Polite,Map,BA,initial,돌무덤,o,mono,490,1307,2137,38.814
409,3,F,Polite,Map,BA,initial,돌무덤,o,mono,454,1485,3440,23.242
410,3,F,Polite,Map,BA,initial,돌무덤,o,mono,454,1564,3501,26.514
411,3,F,Polite,Map,BA,non,가다가,a,mono,589,1084,2710,35.556
412,3,F,Polite,Map,BA,non,돌무덤,o,mono,489,1406,3646,44.926
413,3,F,Polite,Map,BA,non,끼고,i,mono,485,1994,3038,105.224
414,3,F,Polite,Map,BA,initial,그러면,m,mono,434,1545,2779,18.569
415,3,F,Polite,Map,BA,initial,동쪽,o,mono,373,667,2766,67.642
416,3,F,Polite,Map,BA,non,빠지면,a,mono,713,1496,2569,71.628
417,3,F,Polite,Map,BA,non,끝나는,m,mono,344,1024,2731,32.04
418,3,F,Polite,Map,BA,non,도착,o,mono,412,1553,3055,30.316
419,3,F,Polite,Map,BA,non,도착,o,mono,435,1165,2738,49.981
420,6,F,Polite,Map,BA,initial,다이아몬드,a,mono,822,1610,2880,84.157
421,6,F,Polite,Map,BA,non,끼시고,i,mono,398,2208,2649,129.253
422,6,F,Polite,Map,BA,non,다이아몬드,a,mono,804,1669,2974,90.964
423,6,F,Polite,Map,BA,non,끼고,i,mono,540,1975,2449,79.783
424,6,F,Polite,Map,BA,non,바로,a,mono,858,1117,2553,85.892
425,6,F,Polite,Map,BA,non,가신,a,mono,792,1675,2799,49.11
426,6,F,Polite,Map,BA,non,끼고,i,mono,441,1952,2694,84.804
427,6,F,Polite,Map,BA,non,더,v,mono,482,907,3044,83.205
428,6,F,Polite,Map,BA,non,돌아,o,mono,445,1019,2972,50.318
429,6,F,Polite,Map,BA,non,바로,a,mono,709,1164,2538,56.294
430,6,F,Polite,Map,BA,non,가다,a,mono,793,1242,2763,49.975
431,6,F,Polite,Map,BA,non,끼고,i,mono,535,2305,2622,79.384
432,6,F,Polite,Map,BA,non,삥,i,mono,532,2546,3124,40.736
433,6,F,Polite,Map,BA,non,돌거에요,o,mono,356,1215,2272,24.177
434,6,F,Polite,Map,BA,non,보이는데,o,mono,398,999,2627,29.611
435,6,F,Polite,Map,BA,non,피해서,i,mono,492,2367,3240,48.013
436,6,F,Polite,Map,BA,non,다시,a,mono,827,1634,2801,38.364
437,6,F,Polite,Map,BA,non,꺾어요.,v,mono,534,972,2376,43.483
438,6,F,Polite,Map,BA,non,끝까지,m,mono,514,1469,2648,45.194
439,6,F,Polite,Map,BA,non,바나나,a,mono,494,1160,2835,49.131
440,6,F,Polite,Map,BA,initial,바나나,a,mono,520,1118,2910,58.422
441,6,F,Polite,Map,BA,non,끼시고,i,mono,485,2261,3185,78.246
442,6,F,Polite,Map,BA,non,다시,a,mono,561,1844,2905,72.21
443,6,F,Polite,Map,BA,non,금광,m,mono,407,714,2785,38.508
444,6,F,Polite,Map,BA,initial,그,m,mono,405,1514,2533,60.679
445,6,F,Polite,Map,BA,non,금광,m,mono,378,1002,2685,57.54
446,6,F,Polite,Map,BA,non,끼고,i,mono,522,2791,3493,88.925
447,6,F,Polite,Map,BA,non,다시,a,mono,907,1709,2622,74.279
448,6,F,Polite,Map,BA,non,밧줄,a,mono,548,1039,3001,24.905
449,6,F,Polite,Map,BA,non,밧줄,a,mono,778,1400,2705,55.282
450,6,F,Polite,Map,BA,non,건너,v,mono,471,1150,2698,39.187
451,6,F,Polite,Map,BA,initial,기린,i,mono,395,1872,2941,54.238
452,6,F,Polite,Map,BA,non,끼고,i,mono,506,2056,2542,68.511
453,6,F,Polite,Map,BA,non,다시,a,mono,569,1540,2795,112.407
454,6,F,Polite,Map,BA,non,대서양,e,mono,469,2075,2837,82.219
455,6,F,Polite,Map,BA,non,보이거든요,o,mono,359,1238,2597,33.905
456,6,F,Polite,Map,BA,initial,대서양,e,mono,443,1210,2524,90.497
457,6,F,Polite,Map,BA,non,끼고,i,mono,466,2280,3297,63.53
458,6,F,Polite,Map,BA,non,대서양,e,mono,520,2084,2875,94.057
459,6,F,Polite,Map,BA,non,도착,o,mono,409,1083,2847,48.433
460,7,F,Polite,Map,AB,non,다이아몬드,a,mono,905,1483,2785,76.516
461,7,F,Polite,Map,AB,initial,다이아몬드,a,mono,845,1502,2833,64.795
462,7,F,Polite,Map,AB,initial,다이아몬드,a,mono,863,1592,2591,55.91
463,7,F,Polite,Map,AB,initial,그러면,m,mono,431,1318,2655,28.324
464,7,F,Polite,Map,AB,non,그,m,mono,389,1812,2809,48.582
465,7,F,Polite,Map,AB,non,보이세요,o,mono,395,1084,2765,79.534
466,7,F,Polite,Map,AB,non,감싼다는,a,mono,850,1156,3135,29.027
467,7,F,Polite,Map,AB,non,감싸시고,a,mono,732,1061,2949,36.227
468,7,F,Polite,Map,AB,non,트럭,m,mono,631,1783,3118,32.532
469,7,F,Polite,Map,AB,non,트럭,m,mono,662,1653,3055,30.474
470,7,F,Polite,Map,AB,initial,그,m,mono,461,1449,2804,39.977
471,7,F,Polite,Map,AB,non,바나나,a,mono,864,1441,3128,60.571
472,7,F,Polite,Map,AB,non,감싸시고,a,mono,704,1084,2564,27.762
473,7,F,Polite,Map,AB,non,트럭,m,mono,519,1456,2996,30.974
474,7,F,Polite,Map,AB,non,바나나,a,mono,679,1048,2805,28.393
475,7,F,Polite,Map,AB,non,금광,m,mono,373,1041,2791,39.331
476,7,F,Polite,Map,AB,initial,크게,m,mono,550,1789,2763,35.86
477,7,F,Polite,Map,AB,initial,반,a,mono,824,1480,2979,57.145
478,7,F,Polite,Map,AB,non,반원,a,mono,756,1184,3213,68.574
479,7,F,Polite,Map,AB,non,밧줄,a,mono,899,1545,3075,45.369
480,7,F,Polite,Map,AB,initial,밧줄,a,mono,887,1541,3281,55.803
481,7,F,Polite,Map,AB,non,밧줄,a,mono,782,1635,3483,44.247
482,7,F,Polite,Map,AB,non,기린,i,mono,430,2769,3470,66.862
483,7,F,Polite,Map,AB,initial,기린,i,mono,433,2688,3525,64.806
484,7,F,Polite,Map,AB,non,감싸,a,mono,841,1254,3139,25.073
485,7,F,Polite,Map,AB,initial,기린,i,mono,416,2808,3817,58.747
486,7,F,Polite,Map,AB,non,대서양,e,mono,475,2303,2822,109.565
487,7,F,Polite,Map,AB,non,대서양,e,mono,576,2428,3011,116.422
488,7,F,Polite,Map,AB,non,대서양,e,mono,442,2332,2998,115.081
489,7,F,Polite,Map,AB,non,대서양,e,mono,624,2206,3025,96.397
490,12,F,Polite,Map,AB,initial,그,m,mono,414,1511,3274,148.431
491,12,F,Polite,Map,AB,non,그렇게,m,mono,558,1414,2996,72.277
492,12,F,Polite,Map,AB,non,그리고,m,mono,542,1793,3045,42.797
493,12,F,Polite,Map,AB,non,폐쇄된,ey,diph,571,1130,2333,88.252
494,12,F,Polite,Map,AB,initial,그,m,mono,448,1690,2927,52.472
495,12,F,Polite,Map,AB,non,폐쇄된,ey,diph,589,1181,1897,80.183
496,12,F,Polite,Map,AB,non,거기,v,mono,548,1182,3181,66.408
497,12,F,Polite,Map,AB,non,가정,a,mono,834,1755,3292,90.175
498,12,F,Polite,Map,AB,non,디딤,i,mono,398,2564,3174,64.054
499,12,F,Polite,Map,AB,non,거기서,v,mono,557,1175,3155,62.491
500,12,F,Polite,Map,AB,non,디딤,i,mono,406,2298,3276,60.528
501,12,F,Polite,Map,AB,non,폐쇄된,ey,diph,566,1908,2762,161.372
502,12,F,Polite,Map,AB,non,동쪽,o,mono,419,1412,3182,47.308
503,12,F,Polite,Map,AB,initial,거길,v,mono,471,1023,3124,71.615
504,12,F,Polite,Map,AB,non,끼고,i,mono,520,1978,2666,108.052
505,12,F,Polite,Map,AB,non,더,v,mono,617,1027,3059,73.566
506,12,F,Polite,Map,AB,non,거기가,v,mono,448,1041,3134,43.617
507,12,F,Polite,Map,AB,non,도착,o,mono,439,1458,2924,24.783
508,12,F,Polite,Map,AB,non,꽤,uy,diph,481,1994,2723,72.673
509,12,F,Polite,Map,AB,non,비슷해요,i,mono,378,2236,2915,63.932
510,13,F,Polite,Map,AB,non,다이아몬드,a,mono,906,1508,3196,58.828
511,13,F,Polite,Map,AB,initial,다이아몬드,a,mono,828,1365,2309,74.643
512,13,F,Polite,Map,AB,non,다이아몬드,a,mono,833,1836,3217,50.743
513,13,F,Polite,Map,AB,initial,그러면,m,mono,437,1136,2651,62.64
514,13,F,Polite,Map,AB,non,글씨,m,mono,354,2040,3421,46.484
515,13,F,Polite,Map,AB,non,따라,a,mono,867,1655,3081,41.881
516,13,F,Polite,Map,AB,non,다이아몬드,a,mono,924,1627,3178,58.913
517,13,F,Polite,Map,AB,non,부분,u,mono,416,999,2620,87.714
518,13,F,Polite,Map,AB,non,페이지,ei,diph,653,2410,3107,171.832
519,13,F,Polite,Map,AB,non,가로,a,mono,716,1296,3133,68.847
520,13,F,Polite,Map,AB,non,가시고,a,mono,820,1813,3067,63.219
521,13,F,Polite,Map,AB,initial,거기,v,mono,416,859,3209,88.041
522,13,F,Polite,Map,AB,non,간,a,mono,837,1383,3630,119.071
523,13,F,Polite,Map,AB,non,부분,u,mono,456,1867,3552,78.479
524,13,F,Polite,Map,AB,initial,근데,m,mono,437,1803,2935,30.126
525,13,F,Polite,Map,AB,non,타고,a,mono,634,1152,2408,97.736
526,13,F,Polite,Map,AB,non,다시,a,mono,668,1774,3323,77.395
527,13,F,Polite,Map,AB,non,가로질러,a,mono,834,1464,2694,51.163
528,13,F,Polite,Map,AB,non,그러면,m,mono,453,1533,2172,51.563
529,13,F,Polite,Map,AB,non,바위,a,mono,578,1166,2615,87.61
530,13,F,Polite,Map,AB,non,바위,a,mono,687,1148,2587,63.918
531,13,F,Polite,Map,AB,non,글자,m,mono,392,1671,2947,43.278
532,13,F,Polite,Map,AB,initial,개울,e,mono,450,1760,2765,97.159
533,13,F,Polite,Map,AB,non,그러면,m,mono,381,1101,2767,50.206
534,13,F,Polite,Map,AB,initial,바위,a,mono,653,1145,3057,149.505
535,13,F,Polite,Map,AB,non,글자,m,mono,385,1764,2400,70.138
536,13,F,Polite,Map,AB,non,그림,m,mono,396,1275,2495,67.711
537,13,F,Polite,Map,AB,non,까지,a,mono,784,1717,2966,100.415
538,13,F,Polite,Map,AB,non,또,o,mono,442,905,2754,240.056
539,13,F,Polite,Map,AB,initial,그림,m,mono,391,2506,2755,40.349
540,13,F,Polite,Map,AB,non,그림,m,mono,383,1330,2540,56.215
541,13,F,Polite,Map,AB,non,그,m,mono,441,2086,2769,160.682
542,13,F,Polite,Map,AB,non,글자,m,mono,389,2119,2884,100
543,13,F,Polite,Map,AB,non,똑같은,o,mono,514,899,2541,42.357
544,13,F,Polite,Map,AB,non,더,v,mono,464,1158,2894,205.453
545,13,F,Polite,Map,AB,initial,그리고,m,mono,427,1445,2398,29.611
546,13,F,Polite,Map,AB,non,다시,a,mono,785,1769,3130,96.04
547,13,F,Polite,Map,AB,initial,거기,v,mono,398,1110,2722,94.887
548,13,F,Polite,Map,AB,non,글자,m,mono,396,2067,3206,52.322
549,13,F,Polite,Map,AB,non,글자,m,mono,390,2176,2807,60.061
550,13,F,Polite,Map,AB,non,끝나는,m,mono,526,1684,2970,48.997
551,13,F,Polite,Map,AB,non,더,v,mono,539,960,2514,134.943
552,13,F,Polite,Map,AB,initial,그리고,m,mono,410,1704,2712,49.26
553,13,F,Polite,Map,AB,non,글자,m,mono,400,1972,2760,60.693
554,13,F,Polite,Map,AB,initial,그리고,m,mono,436,1874,3591,27.396
555,13,F,Polite,Map,AB,non,그,m,mono,419,1594,2559,51.777
556,13,F,Polite,Map,AB,non,백조,e,mono,393,1598,2746,59.998
557,13,F,Polite,Map,AB,non,더,v,mono,477,976,3007,134.319
558,13,F,Polite,Map,AB,non,땡,e,mono,536,2206,3075,50.855
559,13,F,Polite,Map,AB,non,땡,e,mono,570,2015,3033,74.772
560,13,F,Polite,Map,AB,non,다섯,a,mono,1043,1093,2670,75.939
561,13,F,Polite,Map,AB,non,백조,e,mono,380,2339,2822,52.57
562,13,F,Polite,Map,AB,initial,그래서,m,mono,388,2085,3063,51.859
563,13,F,Polite,Map,AB,non,가야되는데,a,mono,852,1834,3107,59.132
564,13,F,Polite,Map,AB,non,그,m,mono,381,1415,2498,49.659
565,13,F,Polite,Map,AB,non,백조,e,mono,403,2024,2942,65.14
566,13,F,Polite,Map,AB,non,부분,u,mono,411,1009,2525,66.31
567,13,F,Polite,Map,AB,non,끼고,i,mono,462,2326,2824,69.955
568,13,F,Polite,Map,AB,non,같은,a,mono,771,1367,2938,61.877
569,13,F,Polite,Map,AB,non,그리면서,m,mono,292,2007,2812,72.32
570,13,F,Polite,Map,AB,non,또,o,mono,445,1403,3383,67.447
571,13,F,Polite,Map,AB,non,백조,e,mono,411,2155,2938,70.448
572,13,F,Polite,Map,AB,non,백조,e,mono,460,2107,3093,77.687
573,13,F,Polite,Map,AB,non,타고,a,mono,774,1282,3055,135.411
574,13,F,Polite,Map,AB,non,글자,m,mono,401,1720,2235,55.342
575,13,F,Polite,Map,AB,non,백조,e,mono,390,1317,2755,68.826
576,13,F,Polite,Map,AB,non,도착,o,mono,375,1272,3617,49.926
577,2,M,Casual,Map,BA,initial,그래서,m,mono,438,1510,1968,14.391
578,2,M,Casual,Map,BA,non,페이지에,ei,diph,397,1909,2332,94.286
579,2,M,Casual,Map,BA,non,대해서,e,mono,420,1726,2332,63.696
580,2,M,Casual,Map,BA,non,동서남북을,o,mono,386,1092,2383,55.542
581,2,M,Casual,Map,BA,non,북이고,u,mono,298,1491,1987,124.57
582,2,M,Casual,Map,BA,non,동이고,o,mono,416,998,2052,38.928
583,2,M,Casual,Map,BA,non,그려,m,mono,443,1520,2562,22.998
584,2,M,Casual,Map,BA,non,동쪽,o,mono,353,927,2134,83.197
585,2,M,Casual,Map,BA,non,바로,a,mono,635,1151,1784,53.171
586,2,M,Casual,Map,BA,initial,거기서,v,mono,354,963,2158,50.047
587,2,M,Casual,Map,BA,non,가다가,a,mono,565,1159,1936,51.894
588,2,M,Casual,Map,BA,initial,피크닉,i,mono,731,1828,2757,49.045
589,2,M,Casual,Map,BA,non,그러고,m,mono,468,1142,2035,43.738
590,2,M,Casual,Map,BA,non,거기,v,mono,442,1039,1981,61.083
591,2,M,Casual,Map,BA,non,바닥,a,mono,614,1259,2075,32.848
592,2,M,Casual,Map,BA,non,동쪽으로,o,mono,390,803,2292,89.435
593,2,M,Casual,Map,BA,non,꺾어,v,mono,511,900,2077,54.504
594,2,M,Casual,Map,BA,initial,꺾다가,v,mono,450,896,1990,41.041
595,2,M,Casual,Map,BA,non,가기,a,mono,637,1162,2139,74.669
596,2,M,Casual,Map,BA,non,북쪽으로,u,mono,412,1020,2263,37.871
597,2,M,Casual,Map,BA,non,가야되,a,mono,599,1197,2001,72.43
598,2,M,Casual,Map,BA,initial,피크닉,i,mono,307,1784,2062,33.112
599,2,M,Casual,Map,BA,non,보이진,o,mono,345,861,2082,38.675
600,2,M,Casual,Map,BA,non,그걸,m,mono,356,980,2312,43.45
601,2,M,Casual,Map,BA,non,끼고,i,mono,312,2116,2717,68.47
602,2,M,Casual,Map,BA,non,도는거야,o,mono,341,1006,2149,39.368
603,2,M,Casual,Map,BA,initial,돌아서,o,mono,444,1044,2118,43.62
604,2,M,Casual,Map,BA,non,방향으로,a,mono,606,1198,1938,59.495
605,2,M,Casual,Map,BA,non,돌아,o,mono,449,951,2018,50.558
606,2,M,Casual,Map,BA,initial,동쪽으로,o,mono,387,956,2266,58.664
607,2,M,Casual,Map,BA,non,가,a,mono,635,1117,2285,102.323
608,2,M,Casual,Map,BA,non,북쪽,u,mono,414,1236,2136,29.131
609,2,M,Casual,Map,BA,non,대각선,e,mono,426,1769,2057,44.14
610,2,M,Casual,Map,BA,non,북동,u,mono,204,662,2501,45.549
611,2,M,Casual,Map,BA,non,가다가,a,mono,577,1236,1898,31.683
612,2,M,Casual,Map,BA,non,보이진,o,mono,367,945,2093,49.197
613,2,M,Casual,Map,BA,non,보여,o,mono,355,1135,1968,31.138
614,2,M,Casual,Map,BA,initial,동쪽,o,mono,349,944,2236,38.582
615,2,M,Casual,Map,BA,non,북동쪽으로,u,mono,365,602,1714,39.788
616,2,M,Casual,Map,BA,non,가는정도,a,mono,679,1298,2016,77.633
617,2,M,Casual,Map,BA,non,그쪽,m,mono,405,1547,2042,37.635
618,2,M,Casual,Map,BA,non,북쪽으로,u,mono,418,1396,2181,39.783
619,2,M,Casual,Map,BA,non,북쪽으로,u,mono,387,982,2405,39.386
620,2,M,Casual,Map,BA,initial,돌무덤이,o,mono,332,1139,2095,44.24
621,2,M,Casual,Map,BA,initial,돌무덤,o,mono,348,991,2070,65.795
622,2,M,Casual,Map,BA,non,가면,a,mono,650,1164,2028,54.507
623,2,M,Casual,Map,BA,initial,돌무덤이,o,mono,357,1040,2126,53.464
624,2,M,Casual,Map,BA,non,끼고,i,mono,370,2493,3191,95.757
625,2,M,Casual,Map,BA,initial,폭포가,o,mono,331,753,2226,32.912
626,2,M,Casual,Map,BA,non,폭포,o,mono,382,786,2243,40.334
627,2,M,Casual,Map,BA,non,기차건널목,i,mono,331,1972,3071,28.417
628,2,M,Casual,Map,BA,non,방향으로,a,mono,542,1169,2056,47.885
629,2,M,Casual,Map,BA,initial,폭포,o,mono,423,725,2232,43.835
630,2,M,Casual,Map,BA,non,끝에,m,mono,428,1157,2194,42.076
631,2,M,Casual,Map,BA,non,폭포,o,mono,443,714,2587,51.576
632,2,M,Casual,Map,BA,non,북쪽으로,u,mono,418,1134,2523,34.115
633,2,M,Casual,Map,BA,initial,폭포,o,mono,414,757,2263,40.258
634,2,M,Casual,Map,BA,non,기차,i,mono,346,1873,2172,35.997
635,2,M,Casual,Map,BA,non,비슷,i,mono,279,1798,2630,36.213
636,2,M,Casual,Map,BA,non,그러면은,m,mono,404,1195,2371,22.183
637,2,M,Casual,Map,BA,non,폭포,o,mono,375,679,2057,42.331
638,2,M,Casual,Map,BA,non,가서,a,mono,608,1123,2197,53.111
639,2,M,Casual,Map,BA,non,동쪽,o,mono,404,818,2314,67.121
640,2,M,Casual,Map,BA,non,북쪽으로,u,mono,403,1146,2410,37.298
641,2,M,Casual,Map,BA,non,돌무덤,o,mono,394,1024,2104,48.553
642,2,M,Casual,Map,BA,initial,그렇지,m,mono,417,1277,2138,55.615
643,2,M,Casual,Map,BA,initial,거의,v,mono,446,1100,2016,46.498
644,2,M,Casual,Map,BA,initial,크게,m,mono,373,1136,2158,38.923
645,2,M,Casual,Map,BA,non,들어갔다,m,mono,385,1433,2123,35.444
646,2,M,Casual,Map,BA,initial,돌무덤,o,mono,375,891,2143,36.963
647,2,M,Casual,Map,BA,initial,돌무덤,o,mono,365,1147,2066,41.6
648,2,M,Casual,Map,BA,non,돌무덤을,o,mono,405,1148,2257,45.687
649,2,M,Casual,Map,BA,non,돌무덤,o,mono,376,1199,2078,44.201
650,2,M,Casual,Map,BA,non,동쪽으로,o,mono,399,1313,2252,79.088
651,2,M,Casual,Map,BA,non,끼고,i,mono,335,2103,3250,157.513
652,2,M,Casual,Map,BA,non,북쪽,u,mono,588,1286,2884,35.626
653,2,M,Casual,Map,BA,initial,동쪽,o,mono,357,1178,2276,62.838
654,2,M,Casual,Map,BA,non,보이진,o,mono,341,964,2115,49.531
655,2,M,Casual,Map,BA,non,거기,v,mono,469,902,2190,67.815
656,2,M,Casual,Map,BA,non,동쪽,o,mono,384,836,2176,62.859
657,2,M,Casual,Map,BA,non,돌무덤,o,mono,411,1051,2135,62.859
658,2,M,Casual,Map,BA,initial,그러면은,m,mono,450,1117,2125,34.22
659,2,M,Casual,Map,BA,non,그냥,m,mono,496,1456,2068,34.471
660,2,M,Casual,Map,BA,non,동쪽,o,mono,337,1138,2267,50.749
661,2,M,Casual,Map,BA,initial,동쪽,o,mono,410,830,2213,37.703
662,2,M,Casual,Map,BA,non,동쪽,o,mono,384,860,2208,58.651
663,2,M,Casual,Map,BA,non,가운데,a,mono,644,973,2389,59.707
664,2,M,Casual,Map,BA,initial,동쪽,o,mono,409,873,2216,39.542
665,2,M,Casual,Map,BA,initial,그러면,m,mono,343,1193,2171,20.591
666,2,M,Casual,Map,BA,non,동쪽,o,mono,369,949,2174,43.981
667,2,M,Casual,Map,BA,non,도착점,o,mono,659,944,3518,57.586
668,8,M,Casual,Map,BA,initial,다이아몬드,a,mono,744,1258,2227,49.461
669,8,M,Casual,Map,BA,non,보이나요,o,mono,405,969,2155,34.174
670,8,M,Casual,Map,BA,non,다이아몬드,a,mono,716,1118,2074,54.972
671,8,M,Casual,Map,BA,non,턴,v,mono,481,1019,1929,49.238
672,8,M,Casual,Map,BA,non,기준,i,mono,340,2015,3793,85.851
673,8,M,Casual,Map,BA,non,똑같은,o,mono,525,774,2201,38.094
674,8,M,Casual,Map,BA,non,턴,v,mono,492,1054,2185,43.952
675,8,M,Casual,Map,BA,non,거기,v,mono,443,945,2098,53.108
676,8,M,Casual,Map,BA,initial,그러면은,v,mono,467,1126,2091,24.747
677,8,M,Casual,Map,BA,non,가다가,a,mono,708,1190,2068,69.741
678,8,M,Casual,Map,BA,non,보이죠,o,mono,416,856,2034,56.131
679,8,M,Casual,Map,BA,non,꼭대기에,o,mono,512,556,2141,40.129
680,8,M,Casual,Map,BA,initial,다이아몬드,a,mono,691,1191,1986,43.275
681,8,M,Casual,Map,BA,non,똥그랗게,o,mono,437,890,2404,20.037
682,8,M,Casual,Map,BA,non,똥그랗게,o,mono,450,1046,1678,22.543
683,8,M,Casual,Map,BA,non,반원을,a,mono,813,1188,2607,81.142
684,8,M,Casual,Map,BA,non,그려,m,mono,426,1414,2080,40.058
685,8,M,Casual,Map,BA,non,반원,a,mono,790,1195,2354,118.517
686,8,M,Casual,Map,BA,non,그리다가,m,mono,442,1432,2144,34.211
687,8,M,Casual,Map,BA,initial,그,m,mono,488,1507,2776,39.508
688,8,M,Casual,Map,BA,initial,바위,a,mono,707,1141,2136,124.215
689,8,M,Casual,Map,BA,initial,개울,e,mono,531,1840,1906,125.453
690,8,M,Casual,Map,BA,initial,바위,a,mono,726,1196,2623,107.102
691,8,M,Casual,Map,BA,initial,개울,e,mono,469,1518,1984,87.695
692,8,M,Casual,Map,BA,initial,개울,e,mono,496,1943,2314,148.5
693,8,M,Casual,Map,BA,non,개울,e,mono,483,1612,2066,79.515
694,8,M,Casual,Map,BA,non,길,i,mono,340,1948,3307,46.36
695,8,M,Casual,Map,BA,initial,개울,e,mono,407,1359,1898,64.058
696,8,M,Casual,Map,BA,non,두개,u,mono,317,1279,2152,35.753
697,8,M,Casual,Map,BA,initial,그러면은,m,mono,476,1023,1970,26.753
698,8,M,Casual,Map,BA,non,그냥,m,mono,385,1785,2147,26.558
699,8,M,Casual,Map,BA,non,바위,a,mono,606,1128,2074,54.495
700,8,M,Casual,Map,BA,non,바위,a,mono,673,1139,2180,82.682
701,8,M,Casual,Map,BA,non,보이나요,o,mono,435,828,2110,50.393
702,8,M,Casual,Map,BA,non,더,v,mono,425,1004,2047,75.737
703,8,M,Casual,Map,BA,non,그리고,m,mono,433,1345,2077,42.774
704,8,M,Casual,Map,BA,non,피해야,i,mono,445,1976,3049,72.029
705,8,M,Casual,Map,BA,non,길이,i,mono,364,1912,3032,25.221
706,8,M,Casual,Map,BA,non,똥그랗게,o,mono,472,864,2215,33.55
707,8,M,Casual,Map,BA,non,반시계,a,mono,648,1191,2098,53.024
708,8,M,Casual,Map,BA,non,그리면서,m,mono,429,1420,2042,38.904
709,8,M,Casual,Map,BA,non,그냥,m,mono,399,1787,2115,23.773
710,8,M,Casual,Map,BA,non,끼고,i,mono,380,1211,2073,71.437
711,8,M,Casual,Map,BA,non,돌아서,o,mono,434,881,2263,47.93
712,8,M,Casual,Map,BA,non,다시,a,mono,707,1144,2343,164.485
